,scores_teaching,scores_research,scores_citations,name,scores_industry_income,scores_international_outlook,location,stats_number_students,male_ratio,female_ratio,male_population,female_population,subjects_offered,stats_pc_intl_students
1718,0.0,0.0,0.0,Birzeit University,0.0,0.0,Palestine,10730.0,63.0,37.0,6760.0,3970.0,"Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Civil Engineering,Law,Education,Archaeology,Languages, Literature & Linguistics,Other Health,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,Architecture,General Engineering,Sport Science,Electrical & Electronic Engineering,Business & Management,Chemistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,History, Philosophy & Theology,Accounting & Finance,Geography,Mechanical & Aerospace Engineering,Physics & Astronomy",0.0
1719,0.0,0.0,0.0,Bishop Grosseteste University,0.0,0.0,United Kingdom,1990.0,80.0,20.0,1592.0,398.0,"Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health,Education,Languages, Literature & Linguistics,Art, Performing Arts & Design,Business & Management,Sport Science",0.0
1720,0.0,0.0,0.0,University of Bogotá Jorge Tadeo Lozano,0.0,0.0,Colombia,7646.0,53.0,47.0,4052.0,3594.0,"History, Philosophy & Theology,Biological Sciences,Chemical Engineering,Civil Engineering,Architecture,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Veterinary Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Sociology,Electrical & Electronic Engineering,Agriculture & Forestry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Mathematics & Statistics,Communication & Media Studies,Business & Management,General Engineering,Chemistry,Psychology",0.0
1721,0.0,0.0,0.0,University of Bolton,0.0,0.0,United Kingdom,4900.0,58.0,42.0,2842.0,2058.0,"General Engineering,Languages, Literature & Linguistics,Psychology,Computer Science,Sport Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Education,Sociology,Law,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies",29.0
1722,0.0,0.0,0.0,The British University in Egypt,0.0,0.0,Egypt,11131.0,45.0,55.0,5009.0,6122.0,"Business & Management,Languages, Literature & Linguistics,Architecture,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Mechanical & Aerospace Engineering,Other Health,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Computer Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance,Civil Engineering,Economics & Econometrics,Electrical & Electronic Engineering",0.0
1723,0.0,0.0,0.0,B. S. Abdur Rahman Crescent Institute of Science and Technology,0.0,0.0,India,6186.0,16.0,84.0,990.0,5196.0,"Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Law,General Engineering,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics",0.0
1724,0.0,0.0,0.0,University of Buckingham,0.0,0.0,United Kingdom,2530.0,53.0,47.0,1341.0,1189.0,"Economics & Econometrics,Politics & International Studies (incl Development Studies),Psychology,Law,History, Philosophy & Theology,Accounting & Finance,Biological Sciences,Sociology,Computer Science,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Communication & Media Studies",34.0
1725,0.0,0.0,0.0,Buckinghamshire New University,0.0,0.0,United Kingdom,5080.0,61.0,39.0,3099.0,1981.0,"Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management,Medicine & Dentistry,Communication & Media Studies,Other Health,Art, Performing Arts & Design,Sport Science,General Engineering,Law,Psychology,Computer Science,Education,Politics & International Studies (incl Development Studies)",28.0
1726,0.0,0.0,0.0,Bukkyo University,0.0,0.0,Japan,6218.0,46.0,54.0,2860.0,3358.0,"Other Health,Languages, Literature & Linguistics,History, Philosophy & Theology,Education,Sociology",0.0
1727,0.0,0.0,0.0,Canadian International College (CIC) – Cairo,0.0,0.0,Egypt,8974.0,31.0,69.0,2782.0,6192.0,"General Engineering,Communication & Media Studies,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Architecture,Economics & Econometrics,Accounting & Finance,Civil Engineering",0.0
1728,0.0,0.0,0.0,"Capital University of Science and Technology, Islamabad",0.0,0.0,Pakistan,4767.0,24.0,76.0,1144.0,3623.0,"Accounting & Finance,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Psychology,Civil Engineering,Medicine & Dentistry",0.0
1729,0.0,0.0,0.0,Universidad Católica de la Santísima Concepción,0.0,0.0,Chile,9760.0,56.0,44.0,5466.0,4294.0,"Accounting & Finance,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Medicine & Dentistry,Sport Science,Other Health,Mathematics & Statistics,Civil Engineering,General Engineering,Chemistry,History, Philosophy & Theology,Business & Management,Economics & Econometrics,Biological Sciences,Education,Communication & Media Studies,Computer Science",0.0
1730,0.0,0.0,0.0,CBS International Business School,0.0,0.0,Germany,1668.0,49.0,51.0,817.0,851.0,"Psychology,Computer Science,Economics & Econometrics,Communication & Media Studies,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance",28.0
1731,0.0,0.0,0.0,University of Celaya,0.0,0.0,Mexico,1951.0,47.0,53.0,917.0,1034.0,"Medicine & Dentistry,Law,General Engineering,Other Health,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Architecture,Business & Management,Languages, Literature & Linguistics,Psychology,Education,Communication & Media Studies",0.0
1732,0.0,0.0,0.0,Central European University,0.0,0.0,Austria,1297.0,53.0,47.0,687.0,610.0,"Business & Management,Economics & Econometrics,Law,Accounting & Finance,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology",80.0
1733,0.0,0.0,0.0,CES University,0.0,0.0,Colombia,6199.0,70.0,30.0,4339.0,1860.0,"Biological Sciences,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Law,Veterinary Science,History, Philosophy & Theology,Agriculture & Forestry,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Other Health,Medicine & Dentistry,Psychology",0.0
1734,0.0,0.0,0.0,CETYS Universidad,0.0,0.0,Mexico,4905.0,54.0,46.0,2649.0,2256.0,"Accounting & Finance,Law,Education,Mechanical & Aerospace Engineering,General Engineering,Psychology,Computer Science,Electrical & Electronic Engineering,Business & Management",14.0
1735,0.0,0.0,0.0,Chernihiv National University of Technology,0.0,0.0,Ukraine,5914.0,42.0,58.0,2484.0,3430.0,"Business & Management,Civil Engineering,Agriculture & Forestry,Economics & Econometrics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Law,Computer Science,Accounting & Finance",0.0
1736,0.0,0.0,0.0,University of Chichester,0.0,0.0,United Kingdom,4310.0,63.0,37.0,2715.0,1595.0,"Art, Performing Arts & Design,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Accounting & Finance,Communication & Media Studies,Sport Science,Psychology,Education,Other Health,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Sociology,Computer Science,General Engineering,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics",0.0
1737,0.0,0.0,0.0,Chitkara University,0.0,0.0,India,12853.0,37.0,63.0,4756.0,8097.0,"Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Accounting & Finance,Architecture,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Education",0.0
1738,0.0,0.0,0.0,Christ University Bengaluru India,0.0,0.0,India,22357.0,48.0,52.0,10731.0,11626.0,"Law,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Communication & Media Studies,Sociology,Art, Performing Arts & Design,Mathematics & Statistics,Biological Sciences,Business & Management,Computer Science,Psychology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Architecture,Economics & Econometrics,Chemistry,Education,Civil Engineering,Physics & Astronomy",0.0
1739,0.0,0.0,0.0,University of Colima,0.0,0.0,Mexico,13504.0,54.0,46.0,7292.0,6212.0,"Accounting & Finance,Computer Science,Agriculture & Forestry,General Engineering,Business & Management,Law,Economics & Econometrics,Education,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemical Engineering,Art, Performing Arts & Design,Communication & Media Studies,Sport Science,Chemistry,Biological Sciences,Architecture,Psychology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering",0.0
1740,0.0,0.0,0.0,Conservatoire for Dance and Drama,0.0,0.0,United Kingdom,1380.0,64.0,36.0,883.0,497.0,"Art, Performing Arts & Design",34.0
1741,0.0,0.0,0.0,University of la Costa,0.0,0.0,Colombia,12023.0,46.0,54.0,5531.0,6492.0,"Communication & Media Studies,Law,Architecture,Civil Engineering,Education,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Business & Management,Psychology,Accounting & Finance",0.0
1742,0.0,0.0,0.0,Courtauld Institute of Art,0.0,0.0,United Kingdom,465.0,81.0,19.0,377.0,88.0,"History, Philosophy & Theology",50.0
1743,0.0,0.0,0.0,Cranfield University,0.0,0.0,United Kingdom,3015.0,28.0,72.0,844.0,2171.0,"Agriculture & Forestry,Accounting & Finance,Chemistry,Business & Management,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering",68.0
1744,0.0,0.0,0.0,University for the Creative Arts,0.0,0.0,United Kingdom,5120.0,69.0,31.0,3533.0,1587.0,"Art, Performing Arts & Design,Computer Science,Architecture,Communication & Media Studies,Business & Management",28.0
1745,0.0,0.0,0.0,University of Cumbria,0.0,0.0,United Kingdom,5350.0,69.0,31.0,3691.0,1658.0,"Education,Politics & International Studies (incl Development Studies),Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Other Health,Psychology,Business & Management,Biological Sciences,Physics & Astronomy,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Law,Communication & Media Studies,Computer Science",0.0
1746,0.0,0.0,0.0,University of Cyberjaya,0.0,0.0,Malaysia,3442.0,58.0,42.0,1996.0,1446.0,"Accounting & Finance,Other Health,Business & Management,Medicine & Dentistry",11.0
1747,0.0,0.0,0.0,Daffodil International University (DIU),0.0,0.0,Bangladesh,16842.0,33.0,67.0,5558.0,11284.0,"Biological Sciences,Art, Performing Arts & Design,Economics & Econometrics,Law,Languages, Literature & Linguistics,Civil Engineering,Computer Science,Architecture,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Communication & Media Studies,Other Health,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",0.0
1748,0.0,0.0,0.0,Daito Bunka University,0.0,0.0,Japan,11653.0,34.0,66.0,3962.0,7691.0,"Archaeology,Languages, Literature & Linguistics,Economics & Econometrics,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Sport Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Computer Science,Business & Management,Psychology,Other Health,Education,Communication & Media Studies,Law,Mathematics & Statistics,Geography,Chemistry,Accounting & Finance,Biological Sciences",0.0
1749,0.0,0.0,0.0,Damanhour University,0.0,0.0,Egypt,53323.0,61.0,39.0,32527.0,20796.0,"Agriculture & Forestry,Chemistry,Communication & Media Studies,Other Health,Geography,Computer Science,Mathematics & Statistics,Veterinary Science,Education,Sociology,Psychology,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management",0.0
1750,0.0,0.0,0.0,Damietta University,0.0,0.0,Egypt,29883.0,67.0,33.0,20022.0,9861.0,"Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Sport Science,Economics & Econometrics,Mathematics & Statistics,Business & Management,Communication & Media Studies,Law,Education,History, Philosophy & Theology,Biological Sciences,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Electrical & Electronic Engineering,Geography,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Accounting & Finance,Agriculture & Forestry,Psychology,General Engineering,Architecture,Sociology",0.0
1751,0.0,0.0,0.0,Daneshpajoohan Pishro Higher Education Institute,0.0,0.0,Iran,2977.0,67.0,33.0,1995.0,982.0,"Computer Science,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Psychology,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Accounting & Finance,Civil Engineering",0.0
1752,0.0,0.0,0.0,Dawood University of Engineering and Technology,0.0,0.0,Pakistan,2220.0,14.0,86.0,311.0,1909.0,"Architecture,General Engineering",0.0
1753,0.0,0.0,0.0,Deraya University,0.0,0.0,Egypt,3846.0,61.0,39.0,2346.0,1500.0,"Biological Sciences,Business & Management,Accounting & Finance,Economics & Econometrics,Medicine & Dentistry,Other Health",0.0
1754,0.0,0.0,0.0,Derzhavin Tambov State University,0.0,0.0,Russian Federation,9213.0,58.0,42.0,5344.0,3869.0,"Sport Science,Other Health,Psychology,Sociology,Languages, Literature & Linguistics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Law,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),Physics & Astronomy,Mathematics & Statistics,Communication & Media Studies,History, Philosophy & Theology,Geography,Chemistry,Computer Science,Economics & Econometrics,Biological Sciences,Medicine & Dentistry,Accounting & Finance",25.0
1755,0.0,0.0,0.0,Dhofar University,0.0,0.0,Oman,3314.0,56.0,44.0,1856.0,1458.0,"Languages, Literature & Linguistics,Business & Management,Education,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Computer Science,Civil Engineering,Chemistry,Psychology,Law",0.0
1756,0.0,0.0,0.0,University of Diyala,0.0,0.0,Iraq,23250.0,50.0,50.0,11625.0,11625.0,"Accounting & Finance,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Other Health,Biological Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Economics & Econometrics,Geography,Archaeology,Education,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,Sociology,General Engineering,Psychology,Business & Management",0.0
1757,0.0,0.0,0.0,Don Bosco University,0.0,0.0,India,2188.0,41.0,59.0,897.0,1291.0,"Mathematics & Statistics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Accounting & Finance,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,Business & Management,Physics & Astronomy,Chemistry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,History, Philosophy & Theology,Education",0.0
1758,0.0,0.0,0.0,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),0.0,0.0,Ukraine,1484.0,60.0,40.0,890.0,594.0,"Law,Chemistry,Electrical & Electronic Engineering,Psychology,General Engineering,Geography,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Economics & Econometrics,Politics & International Studies (incl Development Studies)",0.0
1759,0.0,0.0,0.0,Dostoevsky Omsk State University,0.0,0.0,Russian Federation,7008.0,61.0,39.0,4275.0,2733.0,"Computer Science,Communication & Media Studies,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Business & Management,Sport Science,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sociology,Psychology,Languages, Literature & Linguistics,Law",0.0
1760,0.0,0.0,0.0,Dow University of Health Sciences,0.0,0.0,Pakistan,8313.0,74.0,26.0,6152.0,2161.0,"Business & Management,Biological Sciences,Medicine & Dentistry,Other Health",0.0
1761,0.0,0.0,0.0,University of Duhok,0.0,0.0,Iraq,19847.0,52.0,48.0,10320.0,9527.0,"Civil Engineering,Mathematics & Statistics,Sociology,Economics & Econometrics,Chemistry,History, Philosophy & Theology,General Engineering,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management,Law,Psychology,Other Health,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science",0.0
1762,0.0,0.0,0.0,École de Psychologues Praticiens,0.0,0.0,France,1037.0,0.0,0.0,0.0,0.0,"Psychology,Business & Management",0.0
1763,0.0,0.0,0.0,University of Economics in Bratislava,0.0,0.0,Slovakia,6981.0,61.0,39.0,4258.0,2723.0,"Economics & Econometrics,Business & Management,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Accounting & Finance",0.0
1764,0.0,0.0,0.0,Academy of Economic Studies of Moldova,0.0,0.0,Moldova,6295.0,62.0,38.0,3903.0,2392.0,"Politics & International Studies (incl Development Studies),Accounting & Finance,Business & Management,Law,Economics & Econometrics,Computer Science",0.0
1765,0.0,0.0,0.0,"University of Education, Lahore",0.0,0.0,Pakistan,26200.0,52.0,48.0,13624.0,12576.0,"Physics & Astronomy,Business & Management,Economics & Econometrics,Mathematics & Statistics,Computer Science,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Chemistry",0.0
1766,0.0,0.0,0.0,Effat University,0.0,0.0,Saudi Arabia,1625.0,100.0,0.0,1625.0,0.0,"Business & Management,Psychology,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Accounting & Finance,Architecture",16.0
1767,0.0,0.0,0.0,Egypt-Japan University of Science and Technology (E-JUST),0.0,0.0,Egypt,499.0,35.0,65.0,175.0,324.0,"Business & Management,Chemistry,Agriculture & Forestry,Electrical & Electronic Engineering,Computer Science,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering",0.0
1768,0.0,0.0,0.0,ESIC,0.0,0.0,Spain,5390.0,46.0,54.0,2479.0,2911.0,"Business & Management,Communication & Media Studies",12.0
1769,0.0,0.0,0.0,Universidade do Estado do Amazonas,0.0,0.0,Brazil,16879.0,51.0,49.0,8608.0,8271.0,"Business & Management,Sport Science,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Archaeology,Civil Engineering,Languages, Literature & Linguistics,Computer Science,Law,General Engineering,Economics & Econometrics,Education,Agriculture & Forestry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Other Health,Chemical Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Chemistry,Geography,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",0.0
1770,0.0,0.0,0.0,Universidade Estadual do Maranhão,0.0,0.0,Brazil,17984.0,59.0,41.0,10611.0,7373.0,"Business & Management,Veterinary Science,Law,Chemistry,Politics & International Studies (incl Development Studies),Civil Engineering,Languages, Literature & Linguistics,Medicine & Dentistry,Sociology,Mechanical & Aerospace Engineering,Architecture,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sport Science,Physics & Astronomy,Education,Other Health,Mathematics & Statistics,Agriculture & Forestry,General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Biological Sciences,Geography",0.0
1771,0.0,0.0,0.0,Estonian Academy of Arts,0.0,0.0,Estonia,1210.0,74.0,26.0,895.0,315.0,"Education,Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",0.0
1772,0.0,0.0,0.0,Externado University of Colombia,0.0,0.0,Colombia,12750.0,58.0,42.0,7395.0,5355.0,"Computer Science,Education,Psychology,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Geography,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Business & Management,Archaeology",0.0
1773,0.0,0.0,0.0,University of Faisalabad,0.0,0.0,Pakistan,6748.0,62.0,38.0,4184.0,2564.0,"Chemical Engineering,Computer Science,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Physics & Astronomy,Civil Engineering,Accounting & Finance,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering",0.0
1774,0.0,0.0,0.0,University of Fallujah,0.0,0.0,Iraq,5766.0,43.0,57.0,2479.0,3287.0,"Physics & Astronomy,Accounting & Finance,Economics & Econometrics,Medicine & Dentistry,Law,History, Philosophy & Theology,Veterinary Science,Chemistry",0.0
1775,0.0,0.0,0.0,Falmouth University,0.0,0.0,United Kingdom,5145.0,59.0,41.0,3036.0,2109.0,"Art, Performing Arts & Design,Communication & Media Studies,Business & Management,Architecture,Languages, Literature & Linguistics,Computer Science",15.0
1776,0.0,0.0,0.0,Federal University of Alagoas,0.0,0.0,Brazil,25425.0,0.0,0.0,0.0,0.0,"Business & Management,Agriculture & Forestry,Art, Performing Arts & Design,General Engineering,Accounting & Finance,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Sociology,Computer Science,Law,Geography,Architecture,Education,Chemistry,Economics & Econometrics,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Sport Science,History, Philosophy & Theology,Chemical Engineering,Psychology,Other Health,Physics & Astronomy",0.0
1777,0.0,0.0,0.0,Federal University of Paraí­ba (UFPB),0.0,0.0,Brazil,30385.0,0.0,0.0,0.0,0.0,"Languages, Literature & Linguistics,Computer Science,Veterinary Science,Sociology,Economics & Econometrics,Education,Chemistry,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Business & Management,Civil Engineering,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,Sport Science,Other Health,Psychology,Law,Architecture,General Engineering,Geography,Accounting & Finance,Agriculture & Forestry,Mathematics & Statistics,Medicine & Dentistry",0.0
1778,0.0,0.0,0.0,Financial University under the Government of the Russian Federation,0.0,0.0,Russian Federation,14402.0,52.0,48.0,7489.0,6913.0,"Psychology,Economics & Econometrics,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Accounting & Finance,Law,Business & Management,Sociology",0.0
1779,0.0,0.0,0.0,Finis Terrae University,0.0,0.0,Chile,9683.0,58.0,42.0,5616.0,4067.0,"Architecture,Computer Science,Medicine & Dentistry,Psychology,History, Philosophy & Theology,Economics & Econometrics,Law,Other Health,Business & Management,Sport Science,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies,General Engineering,Accounting & Finance,Sociology",0.0
1780,0.0,0.0,0.0,University of Franca,0.0,0.0,Brazil,51473.0,62.0,38.0,31913.0,19560.0,"Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Civil Engineering,Geography,Economics & Econometrics,Law,Physics & Astronomy,Business & Management,Education,Chemistry,Architecture,Mechanical & Aerospace Engineering,Sport Science,Computer Science,Biological Sciences,Psychology,History, Philosophy & Theology,Chemical Engineering,Veterinary Science,Agriculture & Forestry,Mathematics & Statistics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology,General Engineering",0.0
1781,0.0,0.0,0.0,Fukushima University,0.0,0.0,Japan,3324.0,0.0,0.0,0.0,0.0,"Law,Geology, Environmental, Earth & Marine Sciences,Psychology,Business & Management,Sport Science,Accounting & Finance,Sociology,Economics & Econometrics",0.0
1782,0.0,0.0,0.0,Full Sail University,0.0,0.0,United States,24451.0,31.0,69.0,7580.0,16871.0,"Computer Science,Business & Management,Electrical & Electronic Engineering,Education,General Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Communication & Media Studies",0.0
1783,0.0,0.0,0.0,Future University in Egypt,0.0,0.0,Egypt,9097.0,42.0,58.0,3821.0,5276.0,"Medicine & Dentistry,Communication & Media Studies,General Engineering,Business & Management,Accounting & Finance,Civil Engineering,Other Health,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,Electrical & Electronic Engineering",0.0
1784,0.0,0.0,0.0,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,0.0,0.0,Pakistan,2024.0,10.0,90.0,202.0,1822.0,"Physics & Astronomy,Civil Engineering,Business & Management,Mathematics & Statistics,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,General Engineering",0.0
1785,0.0,0.0,0.0,Glasgow School of Art,0.0,0.0,United Kingdom,2220.0,67.0,33.0,1487.0,733.0,"General Engineering,Computer Science,Architecture,Art, Performing Arts & Design",44.0
1786,0.0,0.0,0.0,University of Gloucestershire,0.0,0.0,United Kingdom,6955.0,59.0,41.0,4103.0,2852.0,"Languages, Literature & Linguistics,Accounting & Finance,Architecture,Geography,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sport Science,History, Philosophy & Theology,Biological Sciences,Electrical & Electronic Engineering,General Engineering,Psychology,Sociology,Law,Computer Science,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Education,Other Health",10.0
1787,0.0,0.0,0.0,Gomal University,0.0,0.0,Pakistan,9199.0,19.0,81.0,1748.0,7451.0,"Economics & Econometrics,Veterinary Science,Communication & Media Studies,Accounting & Finance,Other Health,Law,Agriculture & Forestry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Sport Science,Mathematics & Statistics,Computer Science,Education,Physics & Astronomy,Chemistry,Electrical & Electronic Engineering,Biological Sciences,Business & Management,Politics & International Studies (incl Development Studies)",0.0
1788,0.0,0.0,0.0,Government College Women University Faisalabad,0.0,0.0,Pakistan,14633.0,100.0,0.0,14633.0,0.0,"Computer Science,Geography,Veterinary Science,Languages, Literature & Linguistics,Physics & Astronomy,Art, Performing Arts & Design,Education,History, Philosophy & Theology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Agriculture & Forestry,Psychology,Accounting & Finance,Mathematics & Statistics,Business & Management,Chemistry,Sociology,Sport Science",0.0
1789,0.0,0.0,0.0,"Government College Women University, Sialkot",0.0,0.0,Pakistan,8094.0,100.0,0.0,8094.0,0.0,"Education,Art, Performing Arts & Design,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Computer Science,Business & Management,Accounting & Finance,Psychology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sociology,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Physics & Astronomy",0.0
